Churn_ID,Client_ID,Date_Resiliation,Raisons_Resiliation,Score_Churn
2402,5000,2024-01-11,Autre,64
2403,300,2024-06-16,Autre,69
2404,4502,2024-06-02,Autre,78
2405,3853,2024-05-29,Facturation incorrecte,97
2406,1728,2024-08-29,Autre,83
2407,3937,2024-01-29,Facturation incorrecte,98
2408,2287,2024-03-10,Problème de service client,92
2409,4747,2024-05-31,Mauvaise couverture réseau,60
2410,4465,2024-10-22,Mauvaise couverture réseau,97
2411,4897,2024-03-16,Autre,99
2412,1433,2024-03-22,Problème de service client,91
2413,4853,2024-09-18,Mauvaise couverture réseau,100
2414,4860,2024-06-02,Mauvaise couverture réseau,65
2415,798,2024-07-23,Problème de service client,73
2416,3918,2024-03-23,Autre,93
2417,3292,2024-09-18,Autre,89
2418,3287,2024-12-16,Mauvaise couverture réseau,65
2419,1170,2024-08-14,Problème de service client,69
2420,3910,2024-10-27,Facturation incorrecte,92
2421,3600,2024-10-08,Facturation incorrecte,88
2422,4685,2024-11-21,Autre,75
2423,583,2024-05-02,Mauvaise couverture réseau,81
2424,1098,2024-05-20,Mauvaise couverture réseau,89
2425,3114,2024-02-28,Problème de service client,83
2426,3817,2024-03-31,Autre,82
2427,4474,2024-06-03,Facturation incorrecte,60
2428,385,2024-03-28,Facturation incorrecte,62
2429,3881,2024-09-25,Facturation incorrecte,85
2430,2989,2024-12-03,Facturation incorrecte,64
2431,38,2024-06-29,Problème de service client,69
2432,3577,2024-04-03,Mauvaise couverture réseau,79
2433,100,2024-06-15,Autre,65
2434,2035,2024-10-20,Facturation incorrecte,61
2435,3108,2024-04-09,Problème de service client,97
2436,3944,2024-04-06,Mauvaise couverture réseau,99
2437,2874,2024-09-06,Facturation incorrecte,78
2438,2916,2024-10-13,Problème de service client,64
2439,3285,2024-02-24,Mauvaise couverture réseau,80
2440,4176,2024-11-30,Problème de service client,99
2441,350,2024-11-18,Problème de service client,79
2442,1015,2024-08-20,Autre,77
2443,817,2024-02-26,Autre,98
2444,4254,2024-08-09,Problème de service client,70
2445,4031,2024-11-30,Facturation incorrecte,83
2446,2345,2024-02-23,Facturation incorrecte,66
2447,4317,2024-03-09,Problème de service client,77
2448,2831,2024-11-29,Mauvaise couverture réseau,60
2449,681,2024-02-15,Facturation incorrecte,66
2450,570,2024-02-06,Problème de service client,81
2451,3316,2024-11-30,Problème de service client,67
2452,3158,2024-07-21,Problème de service client,71
2453,2986,2024-01-14,Problème de service client,62
2454,1179,2024-05-10,Mauvaise couverture réseau,88
2455,3541,2024-04-19,Mauvaise couverture réseau,77
2456,345,2024-02-09,Problème de service client,86
2457,4039,2024-08-31,Facturation incorrecte,81
2458,1147,2024-07-06,Problème de service client,92
2459,214,2024-06-11,Autre,98
2460,1149,2024-10-22,Mauvaise couverture réseau,87
2461,4259,2024-03-10,Mauvaise couverture réseau,82
2462,7,2024-04-10,Mauvaise couverture réseau,65
2463,737,2024-05-13,Facturation incorrecte,64
2464,3891,2024-09-09,Problème de service client,66
2465,3055,2024-09-20,Autre,87
2466,1372,2024-06-09,Autre,81
2467,2453,2024-07-22,Autre,78
2468,1840,2024-01-27,Problème de service client,96
2469,4643,2024-01-14,Problème de service client,68
2470,644,2024-08-14,Facturation incorrecte,61
2471,4360,2024-05-16,Problème de service client,88
2472,2801,2024-03-03,Mauvaise couverture réseau,73
2473,2374,2024-10-04,Facturation incorrecte,65
2474,1156,2024-10-10,Facturation incorrecte,90
2475,360,2024-11-06,Problème de service client,86
2476,1492,2024-11-15,Problème de service client,79
2477,4476,2024-07-13,Problème de service client,70
2478,2695,2024-12-13,Mauvaise couverture réseau,73
2479,253,2024-11-22,Mauvaise couverture réseau,87
2480,2797,2024-12-13,Autre,77
2481,2907,2024-03-28,Facturation incorrecte,90
2482,1071,2024-02-06,Mauvaise couverture réseau,91
2483,977,2024-02-22,Mauvaise couverture réseau,77
2484,337,2024-12-16,Autre,90
2485,3939,2024-11-15,Mauvaise couverture réseau,76
2486,580,2024-09-03,Facturation incorrecte,91
2487,2637,2024-08-05,Mauvaise couverture réseau,94
2488,2102,2024-03-03,Problème de service client,97
2489,932,2024-12-04,Problème de service client,95
2490,865,2024-02-12,Problème de service client,84
2491,2674,2024-07-28,Facturation incorrecte,65
2492,2050,2024-05-06,Problème de service client,61
2493,1444,2024-06-15,Facturation incorrecte,66
2494,4296,2024-10-25,Problème de service client,90
2495,1394,2024-12-15,Autre,93
2496,19,2024-04-02,Mauvaise couverture réseau,89
2497,40,2024-11-07,Mauvaise couverture réseau,71
2498,3215,2024-02-01,Autre,71
2499,3953,2024-07-10,Problème de service client,84
2500,3744,2024-10-23,Problème de service client,72
2501,1243,2024-10-17,Facturation incorrecte,86
2502,4286,2024-01-08,Facturation incorrecte,62
2503,4131,2024-11-04,Autre,62
2504,3817,2024-05-27,Facturation incorrecte,80
2505,4549,2024-06-16,Mauvaise couverture réseau,96
2506,1041,2024-09-29,Mauvaise couverture réseau,75
2507,1903,2024-08-06,Problème de service client,94
2508,733,2024-04-07,Facturation incorrecte,98
2509,3775,2024-01-12,Mauvaise couverture réseau,89
2510,3804,2024-05-02,Autre,71
2511,4271,2024-11-20,Facturation incorrecte,74
2512,1302,2024-09-04,Mauvaise couverture réseau,65
2513,3094,2024-10-14,Mauvaise couverture réseau,64
2514,3529,2024-08-23,Autre,89
2515,3681,2024-09-22,Autre,97
2516,3314,2024-01-15,Mauvaise couverture réseau,63
2517,3820,2024-10-13,Autre,66
2518,594,2024-08-29,Facturation incorrecte,81
2519,1249,2024-09-22,Facturation incorrecte,71
2520,1429,2024-10-01,Mauvaise couverture réseau,70
2521,3468,2024-05-14,Autre,81
2522,1181,2024-08-18,Mauvaise couverture réseau,70
2523,889,2024-09-30,Autre,88
2524,2140,2024-12-15,Mauvaise couverture réseau,87
2525,2194,2024-01-12,Mauvaise couverture réseau,99
2526,383,2024-11-14,Mauvaise couverture réseau,77
2527,2942,2024-05-11,Facturation incorrecte,85
2528,3151,2024-01-25,Problème de service client,69
2529,134,2024-11-03,Mauvaise couverture réseau,61
2530,552,2024-10-27,Facturation incorrecte,90
2531,4371,2024-05-27,Problème de service client,98
2532,900,2024-04-13,Autre,68
2533,2572,2024-03-05,Autre,81
2534,2946,2024-01-21,Facturation incorrecte,79
2535,1969,2024-08-10,Mauvaise couverture réseau,71
2536,1060,2024-04-19,Facturation incorrecte,92
2537,4250,2024-07-30,Problème de service client,86
2538,162,2024-02-22,Autre,78
2539,341,2024-04-10,Autre,76
2540,3696,2024-06-10,Mauvaise couverture réseau,94
2541,4754,2024-01-06,Problème de service client,87
2542,4021,2024-11-17,Problème de service client,79
2543,198,2024-08-24,Autre,75
2544,314,2024-05-26,Mauvaise couverture réseau,71
2545,3525,2024-05-12,Autre,64
2546,2139,2024-08-27,Problème de service client,82
2547,2385,2024-07-14,Problème de service client,100
2548,1342,2024-02-06,Mauvaise couverture réseau,99
2549,3981,2024-07-05,Problème de service client,90
2550,1029,2024-06-01,Facturation incorrecte,73
2551,3352,2024-10-28,Facturation incorrecte,94
2552,2921,2024-05-12,Problème de service client,72
2553,2696,2024-12-07,Autre,68
2554,1812,2024-08-26,Mauvaise couverture réseau,87
2555,4359,2024-11-08,Mauvaise couverture réseau,72
2556,4241,2024-09-26,Autre,96
2557,1009,2024-04-14,Problème de service client,75
2558,1454,2024-09-26,Autre,72
2559,1721,2024-06-01,Facturation incorrecte,60
2560,2008,2024-05-23,Problème de service client,69
2561,3463,2024-09-27,Mauvaise couverture réseau,70
2562,899,2024-11-23,Facturation incorrecte,98
2563,4524,2024-07-28,Autre,82
2564,2970,2024-08-17,Facturation incorrecte,71
2565,4803,2024-12-15,Autre,87
2566,3994,2024-12-17,Mauvaise couverture réseau,62
2567,3466,2024-07-21,Mauvaise couverture réseau,74
2568,4084,2024-02-27,Problème de service client,75
2569,2285,2024-05-20,Facturation incorrecte,77
2570,2964,2024-02-03,Mauvaise couverture réseau,65
2571,1505,2024-06-03,Mauvaise couverture réseau,88
2572,4388,2024-12-09,Problème de service client,66
2573,2758,2024-10-31,Problème de service client,81
2574,4467,2024-10-10,Facturation incorrecte,83
2575,801,2024-07-18,Mauvaise couverture réseau,70
2576,4571,2024-05-26,Problème de service client,67
2577,1690,2024-08-23,Problème de service client,95
2578,812,2024-04-06,Facturation incorrecte,82
2579,2017,2024-07-12,Autre,97
2580,4724,2024-04-22,Facturation incorrecte,79
2581,4233,2024-08-22,Facturation incorrecte,60
2582,801,2024-12-14,Problème de service client,74
2583,3216,2024-02-11,Facturation incorrecte,94
2584,466,2024-10-04,Mauvaise couverture réseau,82
2585,1570,2024-02-12,Autre,86
2586,1109,2024-11-06,Problème de service client,60
2587,2058,2024-04-02,Facturation incorrecte,76
2588,1118,2024-03-28,Mauvaise couverture réseau,91
2589,1747,2024-06-19,Autre,64
2590,3621,2024-04-22,Autre,69
2591,4782,2024-07-14,Autre,91
2592,4239,2024-07-14,Mauvaise couverture réseau,90
2593,39,2024-04-10,Facturation incorrecte,73
2594,3942,2024-10-21,Autre,73
2595,571,2024-03-11,Mauvaise couverture réseau,68
2596,4074,2024-03-24,Problème de service client,71
2597,2336,2024-03-06,Autre,83
2598,1504,2024-11-12,Facturation incorrecte,93
2599,3828,2024-09-16,Facturation incorrecte,86
2600,4545,2024-10-10,Autre,82
2601,3998,2024-04-19,Mauvaise couverture réseau,64
2602,3458,2024-02-11,Facturation incorrecte,67
2603,1589,2024-07-28,Mauvaise couverture réseau,66
2604,460,2024-11-14,Autre,72
2605,662,2024-04-01,Autre,98
2606,300,2024-08-13,Autre,72
2607,1166,2024-05-24,Autre,68
2608,4391,2024-08-11,Mauvaise couverture réseau,96
2609,3351,2024-11-14,Autre,78
2610,2819,2024-02-05,Autre,76
2611,1518,2024-03-13,Mauvaise couverture réseau,65
2612,4119,2024-06-02,Mauvaise couverture réseau,60
2613,2351,2024-04-19,Problème de service client,98
2614,3308,2024-10-08,Autre,98
2615,3569,2024-04-04,Autre,97
2616,511,2024-09-14,Facturation incorrecte,88
2617,4167,2024-10-11,Facturation incorrecte,75
2618,2275,2024-07-26,Mauvaise couverture réseau,76
2619,1963,2024-07-25,Problème de service client,81
2620,4196,2024-10-02,Problème de service client,89
2621,4064,2024-11-27,Problème de service client,77
2622,4606,2024-03-06,Facturation incorrecte,85
2623,4908,2024-06-20,Autre,86
2624,4378,2024-03-11,Autre,72
2625,3885,2024-11-11,Facturation incorrecte,61
2626,467,2024-06-15,Mauvaise couverture réseau,78
2627,2772,2024-02-29,Facturation incorrecte,64
2628,2792,2024-06-02,Autre,70
2629,2259,2024-10-14,Facturation incorrecte,82
2630,1961,2024-06-12,Mauvaise couverture réseau,88
2631,3325,2024-05-30,Problème de service client,93
2632,4513,2024-09-09,Autre,60
2633,4369,2024-11-19,Autre,92
2634,1494,2024-06-18,Autre,93
2635,3108,2024-09-19,Mauvaise couverture réseau,70
2636,742,2024-10-11,Mauvaise couverture réseau,69
2637,3783,2024-01-24,Mauvaise couverture réseau,86
2638,859,2024-05-25,Facturation incorrecte,64
2639,899,2024-01-15,Autre,78
2640,2814,2024-12-10,Problème de service client,83
2641,3143,2024-07-19,Facturation incorrecte,73
2642,4289,2024-06-21,Facturation incorrecte,72
2643,2401,2024-10-18,Facturation incorrecte,83
2644,110,2024-05-31,Mauvaise couverture réseau,98
2645,3463,2024-10-08,Autre,62
2646,1291,2024-09-23,Problème de service client,90
2647,4128,2024-08-30,Problème de service client,93
2648,2171,2024-05-21,Problème de service client,99
2649,3563,2024-04-03,Problème de service client,84
2650,4327,2024-03-05,Facturation incorrecte,94
2651,2739,2024-05-30,Problème de service client,90
2652,1050,2024-07-03,Problème de service client,72
2653,2472,2024-09-18,Problème de service client,92
2654,2511,2024-09-21,Problème de service client,67
2655,4565,2024-05-14,Mauvaise couverture réseau,94
2656,1119,2024-01-03,Facturation incorrecte,60
2657,1373,2024-11-24,Problème de service client,74
2658,3297,2024-01-02,Autre,73
2659,1495,2024-10-13,Autre,99
2660,881,2024-04-21,Problème de service client,96
2661,1541,2024-12-01,Problème de service client,62
2662,1880,2024-08-07,Autre,98
2663,744,2024-03-19,Mauvaise couverture réseau,77
2664,3186,2024-08-22,Autre,83
2665,2479,2024-10-25,Mauvaise couverture réseau,88
2666,1441,2024-04-14,Facturation incorrecte,82
2667,1522,2024-01-09,Autre,96
2668,1263,2024-01-04,Autre,100
2669,3341,2024-10-23,Facturation incorrecte,85
2670,1247,2024-03-16,Autre,96
2671,3422,2024-08-06,Facturation incorrecte,72
2672,3986,2024-03-04,Facturation incorrecte,75
2673,1877,2024-07-07,Autre,80
2674,740,2024-08-06,Problème de service client,96
2675,3334,2024-05-20,Facturation incorrecte,96
2676,817,2024-05-12,Mauvaise couverture réseau,99
2677,3229,2024-02-20,Autre,86
2678,543,2024-07-08,Facturation incorrecte,79
2679,1495,2024-11-17,Mauvaise couverture réseau,61
2680,2545,2024-07-29,Problème de service client,92
2681,4398,2024-11-09,Problème de service client,88
2682,4977,2024-09-01,Mauvaise couverture réseau,64
2683,4677,2024-03-03,Facturation incorrecte,76
2684,4200,2024-07-22,Problème de service client,78
2685,3708,2024-05-02,Facturation incorrecte,60
2686,1793,2024-12-09,Problème de service client,99
2687,1414,2024-11-16,Mauvaise couverture réseau,100
2688,4113,2024-09-24,Problème de service client,64
2689,537,2024-02-09,Autre,75
2690,4771,2024-09-22,Mauvaise couverture réseau,93
2691,1361,2024-11-21,Facturation incorrecte,67
2692,4121,2024-11-29,Problème de service client,67
2693,646,2024-02-22,Problème de service client,66
2694,1782,2024-02-03,Autre,93
2695,1386,2024-08-25,Mauvaise couverture réseau,71
2696,88,2024-09-17,Mauvaise couverture réseau,94
2697,3369,2024-07-16,Mauvaise couverture réseau,95
2698,1018,2024-10-07,Autre,64
2699,3218,2024-06-20,Facturation incorrecte,87
2700,1537,2024-08-08,Facturation incorrecte,74
2701,1111,2024-11-14,Facturation incorrecte,82
2702,1097,2024-06-23,Facturation incorrecte,63
2703,3553,2024-08-24,Mauvaise couverture réseau,61
2704,1127,2024-03-19,Facturation incorrecte,74
2705,4054,2024-03-24,Mauvaise couverture réseau,97
2706,2162,2024-08-18,Mauvaise couverture réseau,82
2707,2249,2024-06-11,Facturation incorrecte,65
2708,1592,2024-09-01,Problème de service client,87
2709,4669,2024-10-26,Problème de service client,68
2710,3976,2024-04-06,Autre,97
2711,302,2024-02-28,Facturation incorrecte,62
2712,374,2024-04-04,Mauvaise couverture réseau,93
2713,964,2024-01-12,Facturation incorrecte,98
2714,88,2024-08-22,Mauvaise couverture réseau,100
2715,3769,2024-11-19,Autre,96
2716,455,2024-10-22,Autre,78
2717,3919,2024-01-29,Facturation incorrecte,67
2718,2905,2024-02-01,Problème de service client,90
2719,1008,2024-08-12,Mauvaise couverture réseau,81
2720,230,2024-08-20,Facturation incorrecte,94
2721,2839,2024-03-14,Autre,72
2722,594,2024-05-23,Autre,71
2723,3381,2024-02-25,Mauvaise couverture réseau,90
2724,4621,2024-10-16,Problème de service client,96
2725,4315,2024-09-03,Problème de service client,63
2726,3806,2024-01-29,Mauvaise couverture réseau,91
2727,3836,2024-10-31,Facturation incorrecte,82
2728,937,2024-06-30,Mauvaise couverture réseau,84
2729,1956,2024-07-14,Problème de service client,77
2730,2627,2024-07-12,Facturation incorrecte,82
2731,1757,2024-02-25,Autre,99
2732,4603,2024-08-08,Autre,87
2733,3841,2024-07-07,Autre,100
2734,3584,2024-07-19,Autre,97
2735,24,2024-02-02,Facturation incorrecte,99
2736,4498,2024-07-05,Mauvaise couverture réseau,66
2737,1307,2024-05-15,Autre,67
2738,1304,2024-11-20,Facturation incorrecte,92
2739,1897,2024-06-10,Problème de service client,62
2740,4222,2024-01-04,Autre,86
2741,1662,2024-02-02,Problème de service client,74
2742,2866,2024-08-17,Problème de service client,90
2743,4689,2024-08-23,Problème de service client,69
2744,267,2024-03-23,Facturation incorrecte,71
2745,4710,2024-04-29,Facturation incorrecte,74
2746,1766,2024-05-11,Autre,63
2747,3146,2024-11-27,Facturation incorrecte,91
2748,4181,2024-11-04,Facturation incorrecte,83
2749,4803,2024-11-05,Mauvaise couverture réseau,70
2750,2781,2024-06-22,Autre,76
2751,1372,2024-10-07,Autre,67
2752,1404,2024-12-05,Mauvaise couverture réseau,97
2753,4923,2024-02-28,Problème de service client,66
2754,4504,2024-05-28,Problème de service client,60
2755,3111,2024-04-14,Mauvaise couverture réseau,93
2756,1512,2024-12-03,Problème de service client,63
2757,1900,2024-09-10,Problème de service client,60
2758,3168,2024-02-29,Problème de service client,84
2759,4331,2024-12-06,Autre,87
2760,2753,2024-09-22,Mauvaise couverture réseau,66
2761,1303,2024-12-10,Facturation incorrecte,83
2762,2402,2024-03-10,Mauvaise couverture réseau,63
2763,4908,2024-08-12,Facturation incorrecte,66
2764,4218,2024-03-24,Problème de service client,100
2765,756,2024-08-11,Problème de service client,62
2766,435,2024-03-10,Mauvaise couverture réseau,67
2767,2421,2024-09-14,Problème de service client,90
2768,3276,2024-09-10,Facturation incorrecte,87
2769,2517,2024-02-18,Problème de service client,63
2770,3248,2024-07-27,Autre,71
2771,222,2024-02-26,Autre,73
2772,1051,2024-04-28,Mauvaise couverture réseau,99
2773,127,2024-05-23,Problème de service client,87
2774,2867,2024-10-18,Autre,90
2775,1402,2024-10-30,Autre,74
2776,3729,2024-07-24,Mauvaise couverture réseau,85
2777,4047,2024-03-04,Problème de service client,81
2778,2093,2024-07-13,Facturation incorrecte,86
2779,700,2024-08-09,Mauvaise couverture réseau,82
2780,3030,2024-04-07,Problème de service client,81
2781,4002,2024-05-04,Autre,96
2782,406,2024-10-11,Mauvaise couverture réseau,69
2783,3730,2024-06-26,Mauvaise couverture réseau,64
2784,1701,2024-01-11,Problème de service client,94
2785,4561,2024-07-10,Problème de service client,66
2786,2558,2024-08-30,Problème de service client,77
2787,4533,2024-11-22,Facturation incorrecte,95
2788,2290,2024-03-12,Facturation incorrecte,75
2789,2722,2024-06-10,Mauvaise couverture réseau,72
2790,4420,2024-04-21,Autre,74
2791,4381,2024-06-25,Facturation incorrecte,68
2792,858,2024-01-24,Facturation incorrecte,68
2793,2268,2024-11-24,Problème de service client,100
2794,2581,2024-04-15,Mauvaise couverture réseau,85
2795,4320,2024-12-15,Problème de service client,64
2796,4342,2024-08-13,Problème de service client,72
2797,3243,2024-05-30,Facturation incorrecte,69
2798,923,2024-08-31,Autre,85
2799,2673,2024-06-05,Problème de service client,77
2800,4886,2024-12-07,Mauvaise couverture réseau,88
2801,4867,2024-07-05,Problème de service client,93
2802,944,2024-03-11,Autre,85
2803,781,2024-11-01,Autre,87
2804,7,2024-12-03,Autre,60
2805,4576,2024-08-20,Mauvaise couverture réseau,88
2806,722,2024-08-17,Autre,86
2807,2765,2024-11-25,Facturation incorrecte,96
2808,1503,2024-06-02,Autre,94
2809,1800,2024-06-16,Autre,71
2810,3973,2024-08-25,Facturation incorrecte,97
2811,1748,2024-03-02,Facturation incorrecte,76
2812,4918,2024-01-17,Mauvaise couverture réseau,64
2813,3514,2024-04-18,Mauvaise couverture réseau,85
2814,908,2024-12-05,Autre,74
2815,874,2024-05-28,Problème de service client,89
2816,648,2024-03-11,Autre,81
2817,1080,2024-02-09,Facturation incorrecte,63
2818,3770,2024-06-18,Mauvaise couverture réseau,61
2819,1401,2024-05-02,Problème de service client,82
2820,713,2024-11-01,Facturation incorrecte,60
2821,2391,2024-07-05,Autre,88
2822,2621,2024-07-12,Problème de service client,86
2823,4622,2024-07-09,Problème de service client,76
2824,4400,2024-10-23,Facturation incorrecte,89
2825,1749,2024-01-12,Mauvaise couverture réseau,64
2826,2546,2024-03-26,Facturation incorrecte,65
2827,4067,2024-01-09,Mauvaise couverture réseau,94
2828,2962,2024-09-09,Facturation incorrecte,75
2829,921,2024-08-21,Mauvaise couverture réseau,93
2830,3177,2024-01-04,Mauvaise couverture réseau,62
2831,2846,2024-07-01,Mauvaise couverture réseau,85
2832,590,2024-10-21,Autre,97
2833,502,2024-08-19,Autre,100
2834,3616,2024-03-27,Mauvaise couverture réseau,73
2835,1486,2024-11-18,Problème de service client,69
2836,137,2024-02-08,Facturation incorrecte,79
2837,3763,2024-09-11,Mauvaise couverture réseau,96
2838,3660,2024-08-05,Problème de service client,83
2839,4389,2024-11-22,Mauvaise couverture réseau,77
2840,2558,2024-03-31,Problème de service client,74
2841,1698,2024-04-15,Mauvaise couverture réseau,93
2842,131,2024-06-21,Mauvaise couverture réseau,100
2843,4733,2024-02-19,Autre,91
2844,3458,2024-01-12,Mauvaise couverture réseau,64
2845,1209,2024-01-30,Facturation incorrecte,77
2846,2376,2024-07-23,Autre,68
2847,421,2024-05-17,Problème de service client,95
2848,4130,2024-02-26,Autre,98
2849,4429,2024-01-23,Facturation incorrecte,98
2850,401,2024-05-03,Mauvaise couverture réseau,99
2851,1854,2024-07-09,Mauvaise couverture réseau,83
2852,1590,2024-09-25,Mauvaise couverture réseau,79
2853,1913,2024-01-10,Autre,86
2854,275,2024-10-19,Problème de service client,99
2855,20,2024-03-24,Facturation incorrecte,67
2856,2920,2024-04-18,Mauvaise couverture réseau,76
2857,4410,2024-08-29,Problème de service client,84
2858,693,2024-02-13,Problème de service client,86
2859,1032,2024-05-14,Problème de service client,94
2860,1931,2024-01-04,Autre,81
2861,2115,2024-09-25,Problème de service client,68
2862,4679,2024-06-08,Problème de service client,83
2863,3479,2024-03-04,Facturation incorrecte,98
2864,3936,2024-12-17,Problème de service client,78
2865,4691,2024-08-29,Mauvaise couverture réseau,66
2866,4035,2024-06-26,Mauvaise couverture réseau,83
2867,2199,2024-04-24,Autre,65
2868,3319,2024-09-12,Autre,66
2869,3294,2024-08-17,Mauvaise couverture réseau,93
2870,4108,2024-10-30,Autre,70
2871,2425,2024-05-20,Problème de service client,84
2872,3091,2024-11-17,Autre,91
2873,380,2024-03-14,Facturation incorrecte,91
2874,3561,2024-08-02,Facturation incorrecte,70
2875,946,2024-03-24,Facturation incorrecte,80
2876,3321,2024-01-19,Facturation incorrecte,76
2877,4943,2024-12-05,Autre,96
2878,278,2024-01-21,Autre,90
2879,2859,2024-02-21,Autre,98
2880,1553,2024-06-09,Problème de service client,62
2881,2900,2024-04-18,Facturation incorrecte,88
2882,4884,2024-05-29,Mauvaise couverture réseau,72
2883,3545,2024-01-10,Autre,96
2884,1277,2024-10-14,Autre,82
2885,2178,2024-08-12,Mauvaise couverture réseau,68
2886,3646,2024-08-05,Mauvaise couverture réseau,86
2887,1892,2024-10-17,Facturation incorrecte,80
2888,1339,2024-04-27,Facturation incorrecte,86
2889,3463,2024-08-15,Autre,74
2890,1934,2024-02-10,Problème de service client,92
2891,2025,2024-08-21,Autre,97
2892,1757,2024-01-17,Facturation incorrecte,95
2893,769,2024-05-02,Facturation incorrecte,91
2894,921,2024-11-18,Facturation incorrecte,69
2895,3818,2024-09-27,Autre,91
2896,1834,2024-10-24,Problème de service client,76
2897,3103,2024-07-02,Facturation incorrecte,71
2898,4582,2024-07-12,Facturation incorrecte,60
2899,3482,2024-09-09,Problème de service client,90
2900,1147,2024-07-03,Facturation incorrecte,69
2901,2389,2024-01-26,Mauvaise couverture réseau,62
2902,1850,2024-10-02,Mauvaise couverture réseau,87
2903,162,2024-06-10,Problème de service client,71
2904,3251,2024-04-22,Mauvaise couverture réseau,84
2905,1205,2024-05-03,Problème de service client,70
2906,804,2024-09-13,Autre,97
2907,3981,2024-07-06,Facturation incorrecte,88
2908,4170,2024-11-22,Autre,78
2909,2914,2024-07-11,Problème de service client,93
2910,3885,2024-09-20,Mauvaise couverture réseau,84
2911,3783,2024-12-10,Autre,95
2912,3924,2024-03-17,Problème de service client,67
2913,3024,2024-07-03,Facturation incorrecte,62
2914,2289,2024-09-24,Facturation incorrecte,71
2915,2816,2024-09-27,Problème de service client,79
2916,610,2024-07-11,Facturation incorrecte,74
2917,2426,2024-04-08,Autre,77
2918,2019,2024-06-14,Facturation incorrecte,86
2919,522,2024-05-09,Problème de service client,66
2920,4532,2024-01-26,Autre,99
2921,2638,2024-07-11,Facturation incorrecte,74
2922,1378,2024-05-21,Autre,84
2923,2293,2024-11-24,Autre,79
2924,3083,2024-03-27,Problème de service client,89
2925,3623,2024-01-09,Mauvaise couverture réseau,75
2926,3484,2024-01-02,Mauvaise couverture réseau,61
2927,3549,2024-01-05,Autre,63
2928,2109,2024-04-04,Autre,61
2929,1516,2024-10-19,Mauvaise couverture réseau,89
2930,3507,2024-06-10,Facturation incorrecte,98
2931,3308,2024-11-16,Facturation incorrecte,92
2932,1022,2024-01-07,Problème de service client,98
2933,1047,2024-06-04,Facturation incorrecte,96
2934,1636,2024-10-05,Autre,94
2935,4903,2024-08-29,Facturation incorrecte,63
2936,4734,2024-03-21,Mauvaise couverture réseau,66
2937,4068,2024-07-16,Autre,88
2938,3976,2024-08-31,Autre,87
2939,2701,2024-10-06,Facturation incorrecte,87
2940,4138,2024-06-02,Autre,69
2941,4472,2024-06-02,Facturation incorrecte,81
2942,2875,2024-01-03,Autre,62
2943,329,2024-04-24,Problème de service client,66
2944,1475,2024-07-06,Problème de service client,82
2945,1459,2024-06-20,Autre,97
2946,2177,2024-08-31,Autre,88
2947,2671,2024-03-31,Facturation incorrecte,63
2948,3503,2024-12-05,Autre,98
2949,2714,2024-05-02,Mauvaise couverture réseau,90
2950,4371,2024-08-23,Facturation incorrecte,67
2951,134,2024-08-21,Autre,64
2952,1087,2024-11-20,Facturation incorrecte,77
2953,4956,2024-04-06,Mauvaise couverture réseau,81
2954,2302,2024-02-27,Problème de service client,93
2955,4200,2024-11-16,Problème de service client,81
2956,251,2024-01-01,Problème de service client,85
2957,230,2024-12-12,Facturation incorrecte,83
2958,2664,2024-06-05,Mauvaise couverture réseau,64
2959,3865,2024-11-17,Autre,83
2960,3417,2024-01-12,Mauvaise couverture réseau,91
2961,216,2024-07-30,Autre,77
2962,2544,2024-01-21,Facturation incorrecte,76
2963,4073,2024-11-19,Problème de service client,72
2964,4493,2024-09-25,Problème de service client,72
2965,4754,2024-02-03,Autre,84
2966,34,2024-08-15,Facturation incorrecte,93
2967,3674,2024-08-22,Problème de service client,93
2968,3691,2024-04-04,Problème de service client,70
2969,1441,2024-11-25,Problème de service client,79
2970,1883,2024-01-16,Mauvaise couverture réseau,85
2971,1047,2024-01-30,Facturation incorrecte,71
2972,2399,2024-07-26,Facturation incorrecte,88
2973,4087,2024-11-28,Problème de service client,65
2974,2199,2024-10-13,Facturation incorrecte,79
2975,3132,2024-11-07,Mauvaise couverture réseau,94
2976,4502,2024-05-29,Facturation incorrecte,72
2977,442,2024-04-08,Autre,96
2978,4934,2024-03-18,Facturation incorrecte,72
2979,834,2024-09-05,Facturation incorrecte,85
2980,1680,2024-02-29,Problème de service client,94
2981,1539,2024-11-16,Autre,70
2982,2804,2024-07-12,Mauvaise couverture réseau,87
2983,4023,2024-12-02,Problème de service client,72
2984,3370,2024-02-29,Facturation incorrecte,94
2985,1751,2024-04-09,Autre,62
2986,2656,2024-05-20,Autre,77
2987,2136,2024-05-17,Mauvaise couverture réseau,90
2988,3328,2024-10-15,Autre,73
2989,333,2024-08-13,Autre,83
2990,3560,2024-04-07,Facturation incorrecte,84
2991,1021,2024-07-18,Autre,61
2992,1387,2024-12-15,Autre,70
2993,341,2024-05-17,Mauvaise couverture réseau,77
2994,3301,2024-03-12,Facturation incorrecte,70
2995,1810,2024-07-23,Mauvaise couverture réseau,99
2996,2260,2024-07-21,Autre,82
2997,2539,2024-10-20,Problème de service client,100
2998,1121,2024-06-14,Mauvaise couverture réseau,63
2999,4838,2024-04-19,Mauvaise couverture réseau,84
3000,2704,2024-07-27,Problème de service client,74
3001,1529,2024-05-08,Autre,93
